,1/13/2021
Timestamp,cbt [mC]
1610604188,36397
1610604189,36397
1610604190,36397
1610604191,36397
1610604192,36397
1610604193,36397
1610604194,36397
1610604195,36397
1610604196,36397
1610604197,36397
1610604198,36397
1610604199,36397
1610604200,36397
1610604201,36397
1610604202,36397
1610604203,36397
1610604204,36397
1610604205,36397
1610604206,36397
1610604207,36397
1610604208,36397
1610604209,36397
1610604210,36397
1610604211,36397
1610604212,36397
1610604213,36397
1610604214,36397
1610604215,36397
1610604216,36397
1610604217,36397
1610604218,36397
1610604219,36397
1610604220,36397
1610604221,36397
1610604222,36397
1610604223,36397
1610604224,36397
1610604225,36397
1610604226,36397
1610604227,36397
1610604228,36397
1610604229,36397
1610604230,36397
1610604231,36397
1610604232,36397
1610604233,36397
1610604234,36397
1610604235,36397
1610604236,36397
1610604237,36397
1610604238,36397
1610604239,36397
1610604240,36397
1610604241,36397
1610604242,36397
1610604243,36397
1610604244,36397
1610604245,36397
1610604246,36397
1610604247,36397
1610604248,36397
1610604249,36397
1610604250,36397
1610604251,36397
1610604252,36397
1610604253,36397
1610604254,36397
1610604255,36397
1610604256,36397
1610604257,36397
1610604258,36397
1610604259,36397
1610604260,36397
1610604261,36397
1610604262,36397
1610604263,36397
1610604264,36397
1610604265,36397
1610604266,36397
1610604267,36397
1610604268,36402
1610604269,36402
1610604270,36402
1610604271,36402
1610604272,36402
1610604273,36402
1610604274,36402
1610604275,36402
1610604276,36402
1610604277,36402
1610604278,36402
1610604279,36402
1610604280,36402
1610604281,36402
1610604282,36402
1610604283,36404
1610604284,36404
1610604285,36404
1610604286,36404
1610604287,36404
1610604288,36404
1610604289,36404
1610604290,36404
1610604291,36404
1610604292,36404
1610604293,36404
1610604294,36404
1610604295,36404
1610604296,36404
1610604297,36404
1610604298,36404
1610604299,36404
1610604300,36404
1610604301,36404
1610604302,36404
1610604303,36404
1610604304,36404
1610604305,36404
1610604306,36404
1610604307,36404
1610604308,36404
1610604309,36404
1610604310,36404
1610604311,36404
1610604312,36404
1610604313,36404
1610604314,36404
1610604315,36404
1610604316,36404
1610604317,36404
1610604318,36404
1610604319,36404
1610604320,36404
1610604321,36403
1610604322,36403
1610604323,36403
1610604324,36403
1610604325,36403
1610604326,36403
1610604327,36403
1610604328,36398
1610604329,36398
1610604330,36398
1610604331,36398
1610604332,36398
1610604333,36398
1610604334,36398
1610604335,36398
1610604336,36398
1610604337,36398
1610604338,36398
1610604339,36398
1610604340,36398
1610604341,36398
1610604342,36398
1610604343,36398
1610604344,36398
1610604345,36398
1610604346,36398
1610604347,36398
1610604348,36398
1610604349,36398
1610604350,36398
1610604351,36398
1610604352,36398
1610604353,36398
1610604354,36398
1610604355,36398
1610604356,36398
1610604357,36398
1610604358,36398
1610604359,36398
1610604360,36398
1610604361,36398
1610604362,36398
1610604363,36398
1610604364,36398
1610604365,36398
1610604366,36398
1610604367,36398
1610604368,36398
1610604369,36398
1610604370,36398
1610604371,36398
1610604372,36398
1610604373,36398
1610604374,36398
1610604375,36398
1610604376,36398
1610604377,36398
1610604378,36398
1610604379,36398
1610604380,36398
1610604381,36398
1610604382,36398
1610604383,36398
1610604384,36398
1610604385,36398
1610604386,36398
1610604387,36398
1610604388,36398
1610604389,36398
1610604390,36398
1610604391,36398
1610604392,36398
1610604393,36398
1610604394,36398
1610604395,36398
1610604396,36398
1610604397,36398
1610604398,36398
1610604399,36398
1610604400,36398
1610604401,36398
1610604402,36398
1610604403,36398
1610604404,36398
1610604405,36398
1610604406,36398
1610604407,36398
1610604408,36398
1610604409,36398
1610604410,36398
1610604411,36398
1610604412,36398
1610604413,36398
1610604414,36398
1610604415,36398
1610604416,36398
1610604417,36398
1610604418,36398
1610604419,36398
1610604420,36398
1610604421,36398
1610604422,36398
1610604423,36398
1610604424,36398
1610604425,36398
1610604426,36398
1610604427,36398
1610604428,36398
1610604429,36398
1610604430,36398
1610604431,36398
1610604432,36398
1610604433,36398
1610604434,36398
1610604435,36398
1610604436,36398
1610604437,36398
1610604438,36398
1610604439,36398
1610604440,36398
1610604441,36398
1610604442,36398
1610604443,36398
1610604444,36398
1610604445,36398
1610604446,36398
1610604447,36398
1610604448,36403
1610604449,36403
1610604450,36403
1610604451,36403
1610604452,36403
1610604453,36403
1610604454,36403
1610604455,36403
1610604456,36403
1610604457,36403
1610604458,36403
1610604459,36403
1610604460,36403
1610604461,36403
1610604462,36403
1610604463,36403
1610604464,36403
1610604465,36403
1610604466,36403
1610604467,36403
1610604468,36403
1610604469,36403
1610604470,36403
1610604471,36403
1610604472,36403
1610604473,36403
1610604474,36403
1610604475,36403
1610604476,36403
1610604477,36403
1610604478,36403
1610604479,36403
1610604480,36403
1610604481,36403
1610604482,36403
1610604483,36403
1610604484,36403
1610604485,36403
1610604486,36403
1610604487,36403
1610604488,36403
1610604489,36403
1610604490,36403
1610604491,36403
1610604492,36403
1610604493,36403
1610604494,36403
1610604495,36403
1610604496,36403
1610604497,36403
1610604498,36403
1610604499,36403
1610604500,36403
1610604501,36403
1610604502,36403
1610604503,36403
1610604504,36403
1610604505,36403
1610604506,36403
1610604507,36403
1610604508,36408
1610604509,36408
1610604510,36408
1610604511,36408
1610604512,36408
1610604513,36408
1610604514,36408
1610604515,36408
1610604516,36408
1610604517,36408
1610604518,36408
1610604519,36408
1610604520,36408
1610604521,36408
1610604522,36408
1610604523,36408
1610604524,36408
1610604525,36408
1610604526,36408
1610604527,36408
1610604528,36408
1610604529,36408
1610604530,36408
1610604531,36408
1610604532,36408
1610604533,36408
1610604534,36408
1610604535,36408
1610604536,36408
1610604537,36408
1610604538,36408
1610604539,36408
1610604540,36408
1610604541,36408
1610604542,36408
1610604543,36408
1610604544,36408
1610604545,36408
1610604546,36408
1610604547,36408
1610604548,36408
1610604549,36408
1610604550,36408
1610604551,36408
1610604552,36408
1610604553,36408
1610604554,36408
1610604555,36408
1610604556,36408
1610604557,36408
1610604558,36408
1610604559,36408
1610604560,36408
1610604561,36408
1610604562,36408
1610604563,36408
1610604564,36408
1610604565,36408
1610604566,36408
1610604567,36408
1610604568,36413
1610604569,36413
1610604570,36413
1610604571,36413
1610604572,36413
1610604573,36413
1610604574,36414
1610604575,36414
1610604576,36414
1610604577,36414
1610604578,36414
1610604579,36414
1610604580,36414
1610604581,36414
1610604582,36414
1610604583,36414
1610604584,36414
1610604585,36414
1610604586,36414
1610604587,36414
1610604588,36414
1610604589,36414
1610604590,36414
1610604591,36414
1610604592,36414
1610604593,36414
1610604594,36414
1610604595,36414
1610604596,36414
1610604597,36414
1610604598,36414
1610604599,36414
1610604600,36414
1610604601,36414
1610604602,36414
1610604603,36414
1610604604,36414
1610604605,36414
1610604606,36413
1610604607,36413
1610604608,36413
1610604609,36413
1610604610,36413
1610604611,36413
1610604612,36413
1610604613,36413
1610604614,36413
1610604615,36413
1610604616,36413
1610604617,36413
1610604618,36413
1610604619,36413
1610604620,36413
1610604621,36413
1610604622,36413
1610604623,36413
1610604624,36413
1610604625,36413
1610604626,36413
1610604627,36413
1610604628,36418
1610604629,36418
1610604630,36418
1610604631,36418
1610604632,36418
1610604633,36418
1610604634,36418
1610604635,36418
1610604636,36418
1610604637,36418
1610604638,36418
1610604639,36418
1610604640,36418
1610604641,36418
1610604642,36418
1610604643,36418
1610604644,36418
1610604645,36418
1610604646,36418
1610604647,36418
1610604648,36418
1610604649,36418
1610604650,36418
1610604651,36418
1610604652,36418
1610604653,36418
1610604654,36418
1610604655,36418
1610604656,36418
1610604657,36418
1610604658,36418
1610604659,36418
1610604660,36418
1610604661,36418
1610604662,36418
1610604663,36418
1610604664,36418
1610604665,36418
1610604666,36418
1610604667,36418
1610604668,36418
1610604669,36418
1610604670,36418
1610604671,36418
1610604672,36418
1610604673,36418
1610604674,36418
1610604675,36418
1610604676,36418
1610604677,36418
1610604678,36418
1610604679,36418
1610604680,36418
1610604681,36418
1610604682,36418
1610604683,36418
1610604684,36418
1610604685,36418
1610604686,36418
1610604687,36418
1610604688,36418
1610604689,36418
1610604690,36418
1610604691,36418
1610604692,36418
1610604693,36418
1610604694,36418
1610604695,36418
1610604696,36418
1610604697,36418
1610604698,36418
1610604699,36418
1610604700,36418
1610604701,36418
1610604702,36418
1610604703,36418
1610604704,36418
1610604705,36418
1610604706,36418
1610604707,36418
1610604708,36418
1610604709,36418
1610604710,36418
1610604711,36418
1610604712,36418
1610604713,36418
1610604714,36418
1610604715,36418
1610604716,36418
1610604717,36418
1610604718,36418
1610604719,36418
1610604720,36418
1610604721,36418
1610604722,36418
1610604723,36418
1610604724,36418
1610604725,36418
1610604726,36418
1610604727,36418
1610604728,36418
1610604729,36418
1610604730,36418
1610604731,36418
1610604732,36418
1610604733,36418
1610604734,36418
1610604735,36418
1610604736,36418
1610604737,36418
1610604738,36418
1610604739,36418
1610604740,36418
1610604741,36418
1610604742,36418
1610604743,36418
1610604744,36418
1610604745,36418
1610604746,36418
1610604747,36418
1610604748,36413
1610604749,36413
1610604750,36413
1610604751,36413
1610604752,36413
1610604753,36413
1610604754,36413
1610604755,36413
1610604756,36413
1610604757,36413
1610604758,36413
1610604759,36413
1610604760,36413
1610604761,36413
1610604762,36413
1610604763,36413
1610604764,36413
1610604765,36413
1610604766,36413
1610604767,36413
1610604768,36413
1610604769,36413
1610604770,36413
1610604771,36413
1610604772,36413
1610604773,36413
1610604774,36413
1610604775,36413
1610604776,36413
1610604777,36413
1610604778,36413
1610604779,36413
1610604780,36413
1610604781,36413
1610604782,36413
1610604783,36413
1610604784,36413
1610604785,36413
1610604786,36413
1610604787,36413
1610604788,36413
1610604789,36413
1610604790,36413
1610604791,36413
1610604792,36413
1610604793,36413
1610604794,36413
1610604795,36413
1610604796,36413
1610604797,36413
1610604798,36413
1610604799,36413
1610604800,36413
1610604801,36413
1610604802,36413
1610604803,36413
1610604804,36413
1610604805,36413
1610604806,36413
1610604807,36413
1610604808,36413
1610604809,36413
1610604810,36413
1610604811,36413
1610604812,36413
1610604813,36413
1610604814,36413
1610604815,36413
1610604816,36413
1610604817,36413
1610604818,36413
1610604819,36413
1610604820,36413
1610604821,36413
1610604822,36413
1610604823,36413
1610604824,36413
1610604825,36413
1610604826,36413
1610604827,36413
1610604828,36413
1610604829,36413
1610604830,36413
1610604831,36413
1610604832,36413
1610604833,36413
1610604834,36413
1610604835,36413
1610604836,36413
1610604837,36413
1610604838,36413
1610604839,36413
1610604840,36413
1610604841,36413
1610604842,36413
1610604843,36413
1610604844,36413
1610604845,36413
1610604846,36413
1610604847,36413
1610604848,36413
1610604849,36413
1610604850,36413
1610604851,36413
1610604852,36413
1610604853,36413
1610604854,36413
1610604855,36413
1610604856,36413
1610604857,36413
1610604858,36413
1610604859,36413
1610604860,36413
1610604861,36413
1610604862,36413
1610604863,36413
1610604864,36413
1610604865,36413
1610604866,36413
1610604867,36413
1610604868,36413
1610604869,36413
1610604870,36413
1610604871,36413
1610604872,36413
1610604873,36413
1610604874,36413
1610604875,36413
1610604876,36412
1610604877,36412
1610604878,36412
1610604879,36412
1610604880,36412
1610604881,36412
1610604882,36412
1610604883,36412
1610604884,36412
1610604885,36412
1610604886,36412
1610604887,36412
1610604888,36412
1610604889,36412
1610604890,36412
1610604891,36412
1610604892,36412
1610604893,36412
1610604894,36412
1610604895,36412
1610604896,36412
1610604897,36412
1610604898,36412
1610604899,36412
1610604900,36412
1610604901,36412
1610604902,36412
1610604903,36412
1610604904,36412
1610604905,36414
1610604906,36414
1610604907,36414
1610604908,36414
1610604909,36414
1610604910,36414
1610604911,36414
1610604912,36414
1610604913,36414
1610604914,36414
1610604915,36414
1610604916,36414
1610604917,36414
1610604918,36414
1610604919,36414
1610604920,36414
1610604921,36414
1610604922,36414
1610604923,36414
1610604924,36414
1610604925,36414
1610604926,36414
1610604927,36414
1610604928,36414
1610604929,36414
1610604930,36414
1610604931,36414
1610604932,36414
1610604933,36414
1610604934,36414
1610604935,36414
1610604936,36414
1610604937,36413
1610604938,36413
1610604939,36413
1610604940,36413
1610604941,36413
1610604942,36413
1610604943,36413
1610604944,36413
1610604945,36413
1610604946,36413
1610604947,36413
1610604948,36413
1610604949,36413
1610604950,36413
1610604951,36413
1610604952,36413
1610604953,36413
1610604954,36413
1610604955,36413
1610604956,36413
1610604957,36413
1610604958,36413
1610604959,36413
1610604960,36413
1610604961,36413
1610604962,36413
1610604963,36413
1610604964,36413
1610604965,36413
1610604966,36413
1610604967,36413
1610604968,36413
1610604969,36413
1610604970,36413
1610604971,36413
1610604972,36413
1610604973,36413
1610604974,36413
1610604975,36413
1610604976,36413
1610604977,36413
1610604978,36413
1610604979,36413
1610604980,36413
1610604981,36413
1610604982,36413
1610604983,36413
1610604984,36413
1610604985,36413
1610604986,36413
1610604987,36413
1610604988,36413
1610604989,36413
1610604990,36413
1610604991,36413
1610604992,36413
1610604993,36413
1610604994,36413
1610604995,36413
1610604996,36413
1610604997,36413
1610604998,36413
1610604999,36413
1610605000,36413
1610605001,36413
1610605002,36413
1610605003,36413
1610605004,36413
1610605005,36413
1610605006,36413
1610605007,36413
1610605008,36413
1610605009,36413
1610605010,36413
1610605011,36413
1610605012,36413
1610605013,36413
1610605014,36413
1610605015,36413
1610605016,36413
1610605017,36413
1610605018,36413
1610605019,36413
1610605020,36413
1610605021,36413
1610605022,36413
1610605023,36413
1610605024,36413
1610605025,36413
1610605026,36413
1610605027,36413
1610605028,36413
1610605029,36413
1610605030,36413
1610605031,36413
1610605032,36413
1610605033,36414
1610605034,36414
1610605035,36414
1610605036,36414
1610605037,36414
1610605038,36414
1610605039,36414
1610605040,36414
1610605041,36414
1610605042,36414
1610605043,36414
1610605044,36414
1610605045,36414
1610605046,36414
1610605047,36414
1610605048,36414
1610605049,36414
1610605050,36414
1610605051,36414
1610605052,36414
1610605053,36414
1610605054,36414
1610605055,36414
1610605056,36414
1610605057,36414
1610605058,36414
1610605059,36414
1610605060,36414
1610605061,36414
1610605062,36414
1610605063,36414
1610605064,36413
1610605065,36413
1610605066,36413
1610605067,36413
1610605068,36413
1610605069,36413
1610605070,36413
1610605071,36413
1610605072,36413
1610605073,36413
1610605074,36413
1610605075,36413
1610605076,36413
1610605077,36413
1610605078,36413
1610605079,36413
1610605080,36413
1610605081,36413
1610605082,36413
1610605083,36413
1610605084,36413
1610605085,36413
1610605086,36413
1610605087,36413
1610605088,36413
1610605089,36413
1610605090,36413
1610605091,36413
1610605092,36413
1610605093,36413
1610605094,36413
1610605095,36413
1610605096,36413
1610605097,36413
1610605098,36413
1610605099,36413
1610605100,36413
1610605101,36413
1610605102,36413
1610605103,36413
1610605104,36413
1610605105,36413
1610605106,36413
1610605107,36413
1610605108,36403
1610605109,36403
1610605110,36403
1610605111,36403
1610605112,36403
1610605113,36403
1610605114,36403
1610605115,36403
1610605116,36403
1610605117,36403
1610605118,36403
1610605119,36403
1610605120,36403
1610605121,36403
1610605122,36403
1610605123,36403
1610605124,36403
1610605125,36403
1610605126,36403
1610605127,36403
1610605128,36403
1610605129,36403
1610605130,36403
1610605131,36403
1610605132,36403
1610605133,36403
1610605134,36403
1610605135,36403
1610605136,36403
1610605137,36403
1610605138,36403
1610605139,36403
1610605140,36403
1610605141,36403
1610605142,36403
1610605143,36403
1610605144,36403
1610605145,36403
1610605146,36403
1610605147,36403
1610605148,36403
1610605149,36403
1610605150,36403
1610605151,36403
1610605152,36403
1610605153,36403
1610605154,36403
1610605155,36403
1610605156,36403
1610605157,36403
1610605158,36403
1610605159,36403
1610605160,36403
1610605161,36403
1610605162,36403
1610605163,36403
1610605164,36403
1610605165,36403
1610605166,36403
1610605167,36403
1610605168,36398
1610605169,36398
1610605170,36398
1610605171,36398
1610605172,36398
1610605173,36398
1610605174,36398
1610605175,36398
1610605176,36398
1610605177,36398
1610605178,36398
1610605179,36398
1610605180,36398
1610605181,36398
1610605182,36398
1610605183,36398
1610605184,36398
1610605185,36398
1610605186,36398
1610605187,36398
1610605188,36398
1610605189,36398
1610605190,36398
1610605191,36398
1610605192,36398
1610605193,36398
1610605194,36398
1610605195,36398
1610605196,36398
1610605197,36398
1610605198,36398
1610605199,36398
1610605200,36398
1610605201,36398
1610605202,36398
1610605203,36398
1610605204,36398
1610605205,36398
1610605206,36398
1610605207,36398
1610605208,36398
1610605209,36398
1610605210,36398
1610605211,36398
1610605212,36398
1610605213,36398
1610605214,36398
1610605215,36398
1610605216,36398
1610605217,36398
1610605218,36398
1610605219,36398
1610605220,36398
1610605221,36398
1610605222,36398
1610605223,36398
1610605224,36398
1610605225,36398
1610605226,36398
1610605227,36398
1610605228,36398
1610605229,36398
1610605230,36398
1610605231,36398
1610605232,36398
1610605233,36398
1610605234,36398
1610605235,36398
1610605236,36398
1610605237,36398
1610605238,36398
1610605239,36398
1610605240,36398
1610605241,36398
1610605242,36398
1610605243,36398
1610605244,36398
1610605245,36398
1610605246,36398
1610605247,36398
1610605248,36398
1610605249,36398
1610605250,36398
1610605251,36398
1610605252,36398
1610605253,36398
1610605254,36398
1610605255,36398
1610605256,36398
1610605257,36398
1610605258,36398
1610605259,36398
1610605260,36398
1610605261,36398
1610605262,36398
1610605263,36398
1610605264,36398
1610605265,36398
1610605266,36398
1610605267,36398
1610605268,36398
1610605269,36398
1610605270,36398
1610605271,36398
1610605272,36398
1610605273,36398
1610605274,36398
1610605275,36398
1610605276,36398
1610605277,36398
1610605278,36398
1610605279,36398
1610605280,36398
1610605281,36398
1610605282,36398
1610605283,36398
1610605284,36398
1610605285,36398
1610605286,36398
1610605287,36398
1610605288,36398
1610605289,36398
1610605290,36398
1610605291,36398
1610605292,36398
1610605293,36398
1610605294,36398
1610605295,36398
1610605296,36398
1610605297,36398
1610605298,36398
1610605299,36398
1610605300,36398
1610605301,36398
1610605302,36398
1610605303,36398
1610605304,36398
1610605305,36398
1610605306,36398
1610605307,36398
1610605308,36398
1610605309,36398
1610605310,36398
1610605311,36398
1610605312,36398
1610605313,36398
1610605314,36398
1610605315,36398
1610605316,36398
1610605317,36398
1610605318,36398
1610605319,36398
1610605320,36398
1610605321,36398
1610605322,36398
1610605323,36398
1610605324,36398
1610605325,36398
1610605326,36398
1610605327,36398
1610605328,36398
1610605329,36398
1610605330,36398
1610605331,36398
1610605332,36398
1610605333,36398
1610605334,36397
1610605335,36397
1610605336,36397
1610605337,36397
1610605338,36397
1610605339,36397
1610605340,36397
1610605341,36397
1610605342,36397
1610605343,36397
1610605344,36397
1610605345,36397
1610605346,36397
1610605347,36397
1610605348,36397
1610605349,36397
1610605350,36397
1610605351,36397
1610605352,36397
1610605353,36397
1610605354,36397
1610605355,36397
1610605356,36397
1610605357,36397
1610605358,36397
1610605359,36397
1610605360,36397
1610605361,36397
1610605362,36397
1610605363,36397
1610605364,36397
1610605365,36397
1610605366,36397
1610605367,36397
1610605368,36397
1610605369,36397
1610605370,36397
1610605371,36397
1610605372,36397
1610605373,36397
1610605374,36397
1610605375,36397
1610605376,36397
1610605377,36397
1610605378,36397
1610605379,36397
1610605380,36397
1610605381,36397
1610605382,36397
1610605383,36397
1610605384,36397
1610605385,36397
1610605386,36397
1610605387,36397
1610605388,36397
1610605389,36397
1610605390,36397
1610605391,36397
1610605392,36397
1610605393,36397
1610605394,36397
1610605395,36397
1610605396,36397
1610605397,36397
1610605398,36397
1610605399,36397
1610605400,36397
1610605401,36397
1610605402,36397
1610605403,36397
1610605404,36397
1610605405,36397
1610605406,36397
1610605407,36397
1610605408,36397
1610605409,36397
1610605410,36397
1610605411,36397
1610605412,36397
1610605413,36397
1610605414,36397
1610605415,36397
1610605416,36397
1610605417,36397
1610605418,36397
1610605419,36397
1610605420,36397
1610605421,36397
1610605422,36397
1610605423,36397
1610605424,36397
1610605425,36397
1610605426,36397
1610605427,36397
1610605428,36397
1610605429,36397
1610605430,36397
1610605431,36397
1610605432,36397
1610605433,36397
1610605434,36397
1610605435,36397
1610605436,36397
1610605437,36397
1610605438,36397
1610605439,36397
1610605440,36397
1610605441,36397
1610605442,36397
1610605443,36397
1610605444,36397
1610605445,36397
1610605446,36397
1610605447,36397
1610605448,36397
1610605449,36397
1610605450,36397
1610605451,36397
1610605452,36397
1610605453,36397
1610605454,36397
1610605455,36397
1610605456,36397
1610605457,36397
1610605458,36397
1610605459,36397
1610605460,36397
1610605461,36397
1610605462,36397
1610605463,36397
1610605464,36397
1610605465,36397
1610605466,36397
1610605467,36397
1610605468,36402
1610605469,36402
1610605470,36402
1610605471,36402
1610605472,36402
1610605473,36402
1610605474,36402
1610605475,36402
1610605476,36402
1610605477,36402
1610605478,36402
1610605479,36402
1610605480,36402
1610605481,36402
1610605482,36402
1610605483,36402
1610605484,36402
1610605485,36402
1610605486,36402
1610605487,36402
1610605488,36402
1610605489,36402
1610605490,36402
1610605491,36402
1610605492,36402
1610605493,36402
1610605494,36402
1610605495,36402
1610605496,36402
1610605497,36402
1610605498,36402
1610605499,36402
1610605500,36402
1610605501,36402
1610605502,36402
1610605503,36402
1610605504,36402
1610605505,36402
1610605506,36402
1610605507,36402
1610605508,36402
1610605509,36402
1610605510,36402
1610605511,36402
1610605512,36402
1610605513,36402
1610605514,36402
1610605515,36402
1610605516,36402
1610605517,36402
1610605518,36402
1610605519,36402
1610605520,36402
1610605521,36402
1610605522,36402
1610605523,36402
1610605524,36402
1610605525,36402
1610605526,36402
1610605527,36402
1610605528,36407
1610605529,36407
1610605530,36407
1610605531,36407
1610605532,36407
1610605533,36407
1610605534,36407
1610605535,36407
1610605536,36407
1610605537,36407
1610605538,36407
1610605539,36407
1610605540,36407
1610605541,36407
1610605542,36407
1610605543,36407
1610605544,36407
1610605545,36407
1610605546,36407
1610605547,36407
1610605548,36407
1610605549,36407
1610605550,36407
1610605551,36407
1610605552,36407
1610605553,36407
1610605554,36407
1610605555,36407
1610605556,36407
1610605557,36407
1610605558,36407
1610605559,36407
1610605560,36407
1610605561,36407
1610605562,36407
1610605563,36407
1610605564,36407
1610605565,36407
1610605566,36407
1610605567,36407
1610605568,36407
1610605569,36407
1610605570,36407
1610605571,36407
1610605572,36407
1610605573,36407
1610605574,36407
1610605575,36407
1610605576,36407
1610605577,36407
1610605578,36407
1610605579,36407
1610605580,36407
1610605581,36407
1610605582,36407
1610605583,36409
1610605584,36409
1610605585,36409
1610605586,36409
1610605587,36409
1610605588,36419
1610605589,36419
1610605590,36419
1610605591,36419
1610605592,36419
1610605593,36419
1610605594,36419
1610605595,36419
1610605596,36419
1610605597,36419
1610605598,36419
1610605599,36419
1610605600,36419
1610605601,36419
1610605602,36419
1610605603,36419
1610605604,36419
1610605605,36419
1610605606,36419
1610605607,36419
1610605608,36419
1610605609,36419
1610605610,36419
1610605611,36419
1610605612,36419
1610605613,36419
1610605614,36418
1610605615,36418
1610605616,36418
1610605617,36418
1610605618,36418
1610605619,36418
1610605620,36418
1610605621,36418
1610605622,36418
1610605623,36418
1610605624,36418
1610605625,36418
1610605626,36418
1610605627,36418
1610605628,36418
1610605629,36418
1610605630,36418
1610605631,36418
1610605632,36418
1610605633,36418
1610605634,36418
1610605635,36418
1610605636,36418
1610605637,36418
1610605638,36418
1610605639,36418
1610605640,36418
1610605641,36418
1610605642,36418
1610605643,36418
1610605644,36418
1610605645,36418
1610605646,36418
1610605647,36418
1610605648,36418
1610605649,36418
1610605650,36418
1610605651,36418
1610605652,36418
1610605653,36418
1610605654,36418
1610605655,36418
1610605656,36418
1610605657,36418
1610605658,36418
1610605659,36418
1610605660,36418
1610605661,36418
1610605662,36418
1610605663,36418
1610605664,36418
1610605665,36418
1610605666,36418
1610605667,36418
1610605668,36418
1610605669,36418
1610605670,36418
1610605671,36418
1610605672,36418
1610605673,36418
1610605674,36418
1610605675,36418
1610605676,36418
1610605677,36418
1610605678,36418
1610605679,36418
1610605680,36418
1610605681,36418
1610605682,36418
1610605683,36418
1610605684,36418
1610605685,36418
1610605686,36418
1610605687,36418
1610605688,36418
1610605689,36418
1610605690,36418
1610605691,36418
1610605692,36418
1610605693,36418
1610605694,36418
1610605695,36418
1610605696,36418
1610605697,36418
1610605698,36418
1610605699,36418
1610605700,36418
1610605701,36418
1610605702,36418
1610605703,36418
1610605704,36418
1610605705,36418
1610605706,36418
1610605707,36418
1610605708,36418
1610605709,36418
1610605710,36418
1610605711,36419
1610605712,36419
1610605713,36419
1610605714,36419
1610605715,36419
1610605716,36419
1610605717,36419
1610605718,36419
1610605719,36419
1610605720,36419
1610605721,36419
1610605722,36419
1610605723,36419
1610605724,36419
1610605725,36419
1610605726,36419
1610605727,36419
1610605728,36419
1610605729,36419
1610605730,36419
1610605731,36419
1610605732,36419
1610605733,36419
1610605734,36419
1610605735,36419
1610605736,36419
1610605737,36419
1610605738,36419
1610605739,36419
1610605740,36419
1610605741,36419
1610605742,36419
1610605743,36419
1610605744,36419
1610605745,36419
1610605746,36419
1610605747,36419
1610605748,36419
1610605749,36419
1610605750,36418
1610605751,36418
1610605752,36418
1610605753,36418
1610605754,36418
1610605755,36418
1610605756,36418
1610605757,36418
1610605758,36418
1610605759,36418
1610605760,36418
1610605761,36418
1610605762,36418
1610605763,36418
1610605764,36418
1610605765,36418
1610605766,36418
1610605767,36418
1610605768,36413
1610605769,36413
1610605770,36413
1610605771,36413
1610605772,36413
1610605773,36413
1610605774,36413
1610605775,36413
1610605776,36413
1610605777,36413
1610605778,36413
1610605779,36413
1610605780,36413
1610605781,36413
1610605782,36413
1610605783,36413
1610605784,36413
1610605785,36413
1610605786,36413
1610605787,36413
1610605788,36413
1610605789,36413
1610605790,36413
1610605791,36413
1610605792,36413
1610605793,36413
1610605794,36413
1610605795,36413
1610605796,36413
1610605797,36413
1610605798,36413
1610605799,36413
1610605800,36413
1610605801,36413
1610605802,36413
1610605803,36413
1610605804,36413
1610605805,36413
1610605806,36413
1610605807,36413
1610605808,36413
1610605809,36413
1610605810,36413
1610605811,36413
1610605812,36413
1610605813,36413
1610605814,36413
1610605815,36413
1610605816,36413
1610605817,36413
1610605818,36413
1610605819,36413
1610605820,36413
1610605821,36413
1610605822,36413
1610605823,36413
1610605824,36414
1610605825,36414
1610605826,36414
1610605827,36414
1610605828,36409
1610605829,36409
1610605830,36409
1610605831,36409
1610605832,36409
1610605833,36409
1610605834,36409
1610605835,36409
1610605836,36409
1610605837,36409
1610605838,36409
1610605839,36409
1610605840,36409
1610605841,36409
1610605842,36409
1610605843,36409
1610605844,36409
1610605845,36409
1610605846,36409
1610605847,36409
1610605848,36409
1610605849,36409
1610605850,36409
1610605851,36409
1610605852,36409
1610605853,36409
1610605854,36409
1610605855,36409
1610605856,36409
1610605857,36409
1610605858,36409
1610605859,36409
1610605860,36409
1610605861,36409
1610605862,36409
1610605863,36409
1610605864,36409
1610605865,36409
1610605866,36408
1610605867,36408
1610605868,36408
1610605869,36408
1610605870,36408
1610605871,36408
1610605872,36408
1610605873,36408
1610605874,36408
1610605875,36408
1610605876,36408
1610605877,36408
1610605878,36408
1610605879,36408
1610605880,36408
1610605881,36408
1610605882,36408
1610605883,36408
1610605884,36408
1610605885,36408
1610605886,36408
1610605887,36408
1610605888,36413
1610605889,36413
1610605890,36413
1610605891,36413
1610605892,36413
1610605893,36413
1610605894,36413
1610605895,36413
1610605896,36413
1610605897,36413
1610605898,36413
1610605899,36413
1610605900,36413
1610605901,36413
1610605902,36413
1610605903,36413
1610605904,36413
1610605905,36413
1610605906,36413
1610605907,36413
1610605908,36413
1610605909,36413
1610605910,36413
1610605911,36413
1610605912,36413
1610605913,36413
1610605914,36413
1610605915,36413
1610605916,36413
1610605917,36413
1610605918,36413
1610605919,36413
1610605920,36413
1610605921,36413
1610605922,36413
1610605923,36413
1610605924,36413
1610605925,36413
1610605926,36413
1610605927,36413
1610605928,36413
1610605929,36413
1610605930,36413
1610605931,36413
1610605932,36413
1610605933,36413
1610605934,36413
